4915.2	819.2	819.2
4915.2	819.2	942.08
5188.267	819.2	1119.573
5857.28	1003.52	1290.24
6963.2	1130.496	1540.096
7850.667	1215.147	1693.013
8859.063	1310.72	1837.349
9789.44	1454.08	1955.84
10522.169	1565.582	2011.591
11108.352	1654.784	2056.192
11632.64	1727.767	2092.684
12096.853	1788.587	2136.747
12489.649	1840.049	2167.729
12873.143	1884.16	2194.286
13216.427	1922.389	2211.84
13516.8	1955.84	2227.2
13781.835	1985.355	2240.753
14017.422	2011.591	2252.8
14228.211	2035.065	2263.579
14417.92	2056.192	2273.28
14589.562	2075.307	2282.057
14745.6	2092.684	2290.036
14888.07	2108.55	2297.322
15018.667	2123.093	2304.0
15138.816	2136.474	2310.144
15249.723	2148.825	2315.815
15352.415	2160.261	2321.067
15447.771	2170.88	2325.943
15536.552	2180.767	2330.483
15619.413	2189.995	2334.72
15696.929	2198.627	2338.684
15769.6	2206.72	2342.4
15837.867	2214.322	2345.891
15902.118	2221.478	2349.176
15962.697	2228.224	2352.274
16019.911	2234.596	2355.2
16074.032	2240.623	2357.968
16125.305	2246.333	2360.589
16173.949	2251.75	2363.077
16220.16	2256.896	2365.44
16264.117	2261.791	2367.688
16305.981	2266.453	2369.829
16345.898	2270.899	2371.87
16384.0	2275.142	2373.818
16420.409	2279.196	2375.68
16455.235	2283.075	2377.461
16488.579	2286.788	2379.166
16520.533	2290.347	2380.8
16551.184	2293.76	2382.367
